fundcode,name,category
006172,万家鑫悦纯债A,债券型
006173,万家鑫悦纯债C,债券型
006174,长信稳裕三个月定开债,定开债券
006175,万家聚利混合A,混合型
006176,万家聚利混合C,混合型
006177,中信保诚稳达A,债券型
006178,中信保诚稳达C,债券型
006179,富国品质生活混合,混合型
006180,中加颐合纯债债券,债券型
006181,格林伯锐灵活配置A,混合型
006182,格林伯锐灵活配置C,混合型
006183,南方泽元,债券型
006184,格林泓鑫纯债A,债券型
006185,格林泓鑫纯债C,债券型
006186,永赢盈益债券A,债券型
006187,永赢盈益债券C,债券型
006188,华泰保兴尊颐定开,定开债券
006189,国金量化添利,定开债券
006190,前海开源裕瑞混合C,混合型
006191,华夏鼎通债券A,债券型
006192,华夏鼎通债券C,债券型
006193,鑫元核心资产A,股票型
006194,鑫元核心资产C,股票型
006195,国金量化多因子,股票型
006196,华夏中证央企ETF联接A,联接基金
006197,华夏中证央企ETF联接C,联接基金
006198,长盛龙头双核驱动混合,混合型
006199,长盛同锦研究精选混合,混合型
006201,景顺长城量化先锋混合,混合型
006202,交银核心资产混合,混合型
006203,新疆前海联合泳祺纯债A,债券型
006204,新疆前海联合泳祺纯债C,债券型
006205,汇添富沪港深优势定开,混合型
006206,融通增悦债券,债券型
006207,泰康裕泰债券A,债券型
006208,泰康裕泰债券C,债券型
006209,中信保诚新蓝筹混合,混合型
006210,东方臻宝纯债债券A,债券型
006211,东方臻宝纯债债券C,债券型
006212,东方臻选纯债债券A,债券型
006213,东方臻选纯债债券C,债券型
006214,平安500ETF联接A,联接基金
006215,平安500ETF联接C,联接基金
006216,前海开源价值成长混合A,混合型
006217,前海开源价值成长混合C,混合型
006218,富国生物医药科技混合,混合型
006219,海富通鼎丰定开债券,定开债券
006220,工银上证50ETF联接A,联接基金
006221,工银上证50ETF联接C,联接基金
006222,平安惠兴债券,债券型
006223,交银创新成长混合,混合型
006224,中银中债3-5年期农发行债券,债券指数
006225,人保量化混合A,混合型
006226,人保量化混合C,混合型
006227,华宝科技先锋混合,混合型
006228,中欧医疗创新股票A,股票型
006229,中欧医疗创新股票C,股票型
006230,鹏华研究驱动混合,混合型
006231,国融融君混合A,混合型
006232,国融融君混合C,混合型
006233,万家汽车新趋势混合A,混合型
006234,万家汽车新趋势混合C,混合型
006235,东方城镇消费主题混合,混合型
006236,华泰柏瑞现代服务混合,混合型
006237,永赢嘉益债券,债券型
006240,中融医疗健康混合A,混合型
006241,中融医疗健康混合C,混合型
006242,宝盈盈润纯债债券,债券型
006243,中银双息回报混合,混合型
006245,嘉实养老2030混合(FOF),混合-FOF
006246,华夏中小板ETF联接A,联接基金
006247,华夏中小板ETF联接C,联接基金
006248,华夏创业板ETF联接A,联接基金
006249,华夏创业板ETF联接C,联接基金
006250,上投摩根动力精选,混合型
006251,银华兴盛股票,股票型
006252,永赢消费主题A,混合型
006253,永赢消费主题C,混合型
006254,长城久悦债券,债券型
006255,中邮中证价值回报量化策略A,股票指数
006256,中邮中证价值回报量化策略C,股票指数
006257,信达澳银先进智造股票型,股票型
006258,华宸未来稳健添利债券C,债券型
006259,添富红利增长混合A,混合型
006260,添富红利增长混合C,混合型
006263,易方达香港小型股指数C,QDII-指数
006264,平安惠轩债券,债券型
006265,红土创新新科技股票,股票型
006266,永赢智能领先混合A,混合型
006267,诺德量化核心A,混合型
006268,诺德量化核心C,混合型
006269,永赢智能领先混合C,混合型
006270,汇安核心成长混合A,混合型
006271,汇安核心成长混合C,混合型
006274,圆信永丰医药健康,混合型
006275,永赢聚益债券A,债券型
006276,永赢聚益债券C,债券型
006277,中金瑞和A,混合型
006278,中金瑞和C,混合型
006279,中金瑞祥A,混合型
006280,中金瑞祥C,混合型
006281,万家人工智能混合,混合型
006282,上投欧洲动力(QDII),QDII
006283,鹏华美国房地产美元现汇,QDII
006284,浙商兴永三个月定开债发起式,定开债券
006285,鹏华全球中短债(QDII)美元现汇A,QDII
006286,华泰MSCI中国A股联接A,联接基金
006287,永赢盛益债券A,债券型
006288,永赢盛益债券C,债券型
006289,华夏养老2040(FOF),混合-FOF
006290,南方养老2035(FOF)A,混合-FOF
006291,南方养老2035(FOF)C,混合-FOF
006292,易方达汇诚养老2043混合(FOF),混合-FOF
006293,华泰MSCI中国A股联接C,联接基金
006294,万家稳健养老(FOF),混合-FOF
006295,工银养老2035(FOF),混合-FOF
006296,鹏华养老2035混合(FOF),混合-FOF
006297,富国鑫旺稳健养老(FOF),混合-FOF
006298,广发稳健养老(FOF),混合-FOF
006299,恒越核心精选混合A,混合型
006300,华宝宝丰高等级债券A,债券型
006301,华宝宝丰高等级债券C,债券型
006302,银华行业轮动混合,混合型
006303,中银养老一年定开(FOF),混合-FOF
006304,中加颐鑫纯债债券,债券型
006305,银华尊和养老2035混合(FOF),混合-FOF
006306,泰达宏利泰和平衡养老(FOF),混合-FOF
006307,嘉实养老2040混合(FOF),混合-FOF
006308,汇添富全球消费混合人民币A,QDII
006309,汇添富全球消费混合人民币C,QDII
006310,汇添富全球消费混合美元现汇,QDII
006313,恒越核心精选混合A(后端),混合型
006314,中融策略优选混合A,混合型
006315,中融策略优选混合C,混合型
006316,平安惠诚纯债债券,债券型
006319,易方达安瑞短债A,债券型
006320,易方达安瑞短债C,债券型
006321,中欧预见养老2035(FOF)A,混合-FOF
006322,中欧预见养老2035(FOF)C,混合-FOF
006323,合煦智远嘉选混合A,混合型
006324,合煦智远嘉选混合C,混合型
006325,招商添荣3个月定开债A,定开债券
006326,招商添荣3个月定开债C,定开债券
006327,易方达中证海外联接人民币A,QDII-指数
006328,易方达中证海外联接人民币C,QDII-指数
006329,易方达中证海外联接美元A,QDII-指数
006330,易方达中证海外联接美元C,QDII-指数
006331,中银国有企业债C,债券型
006332,招商金鸿债券A,债券型
006333,招商金鸿债券C,债券型
006336,泓德量化精选混合,混合型
006337,华安安浦债券A,债券型
006338,华安安浦债券C,债券型
006339,银华MSCI中国A股联接A,联接基金
006340,国泰民安增益纯债C,债券型
006341,中金MSCI质量A,股票指数
006342,中金MSCI质量C,股票指数
006343,中金MSCI低波动A,股票指数
006344,中金MSCI低波动C,股票指数
006345,景顺长城集英两年定开混合,混合型
006346,安信量化优选股票A,股票型
006347,安信量化优选股票C,股票型
006348,银华盛利混合发起式,混合型
006349,中金MSCI中国A股价值指数A,股票指数
006350,中金MSCI中国A股价值指数C,股票指数
006351,中金MSCI中国A股红利指数A,股票指数
006352,中金MSCI中国A股红利指数C,股票指数
006353,东方红核心优选定开混合,混合型
006355,华宝香港大盘C,股票指数
006356,国融稳融债券A,债券型
006357,国融稳融债券C,债券型
006358,前海联合泳盛纯债A,债券型
006359,前海联合泳盛纯债C,债券型
006360,财通鸿益中短债债券A,债券型
006361,财通鸿益中短债债券C,债券型
006362,凯石涵行业精选混合A,混合型
006363,建信深证基本面60ETF联接C,联接基金
006364,招商丰韵混合A,混合型
006365,招商丰韵混合C,混合型
006366,兴业安保优选混合,混合型
006367,交银裕祥纯债债券A,债券型
006368,交银裕祥纯债债券C,债券型
006369,弘毅远方国企转型升级混合,混合型
006370,国富大中华精选混合美元,QDII
006371,长安鑫盈混合A,混合型
006372,长安鑫盈混合C,混合型
006373,国富全球科技互联混合人民币,QDII
006374,国富全球科技互联混合美元现汇,QDII
006377,广发趋势动力混合,混合型
006378,广发汇宏6个月定开债,定开债券
006381,华夏恒生ETF联接C,QDII-指数
006382,华夏中证500ETF联接C,联接基金
006383,招商添盈纯债A,债券型
006384,招商添盈纯债C,债券型
006385,华泰保兴研究智选A,混合型
006386,华泰保兴研究智选C,混合型
006387,宝盈安泰短债债券A,债券型
006388,宝盈安泰短债债券C,债券型
006389,金鹰添祥中短债A,债券型
006390,金鹰添祥中短债C,债券型
006392,中信保诚创新成长混合,混合型
006393,招商添德3个月定开债A,定开债券
006394,招商添德3个月定开债C,定开债券
006395,华夏上证50AH优选指数C,股票指数
006396,长信双利优选混合E,混合型
006397,长信内需成长混合E,混合型
006398,宝盈祥颐定期开放混合A,混合型
006399,宝盈祥颐定期开放混合C,混合型
006400,凯石泓行业轮动混合,混合型
006401,先锋量化优选混合A,混合型
006402,先锋量化优选混合C,混合型
006403,银河睿嘉债券C,债券型
006404,浦银安盛盛融定开债券,定开债券
006405,华富恒盛纯债债券A,债券型
006406,华富恒盛纯债债券C,债券型
006407,银河君欣债券C,债券型
006408,汇添富消费升级混合,混合型
006409,富国中债国开行债A,债券指数
006410,富国中债国开行债C,债券指数
006411,中加颐智纯债债券,债券型
006412,平安合锦定开债,定开债券
006415,银华中短政策金融债定开债,定开债券
006416,方正富邦丰利债券A,债券型
006417,方正富邦丰利债券C,债券型
006419,人保优势产业混合A,混合型
006420,人保优势产业混合C,混合型
006421,中银弘享债券,债券型
006422,嘉合磐稳纯债A,债券型
006423,嘉合磐稳纯债C,债券型
006424,嘉合锦程混合A,混合型
006425,嘉合锦程混合C,混合型
006427,招商添悦纯债A,债券型
006428,招商添悦纯债C,债券型
006429,诺安恒鑫混合,混合型
006430,凯石澜龙头经济定开混合,混合型
006431,汇安鼎利纯债A,债券型
006432,汇安鼎利纯债C,债券型
006433,平安鑫利混合C,混合型
006434,鹏华3个月中短债A,定开债券
006435,景顺长城创新成长混合,混合型
006436,浦银安盛中短债A,债券型
006437,浦银安盛中短债C,债券型
006438,博时央调ETF联接A,联接基金
006439,博时央调ETF联接C,联接基金
006442,东兴品牌精选混合C,混合型
006443,永赢裕益债券A,债券型
006444,永赢裕益债券C,债券型
006445,华夏全球聚享A人民币,QDII
006446,华夏全球聚享A美元现汇,QDII
006447,华夏全球聚享A美元现钞,QDII
006448,华夏全球聚享C人民币,QDII
006449,浙商汇金量化精选混合,混合型
006450,嘉实致盈债券,债券型
006451,华富恒定久期国开债A,债券指数
006452,华富恒定久期国开债C,债券指数
006453,中加瑞利纯债债券A,债券型
006454,中加瑞利纯债债券C,债券型
006455,人保福睿18个月定开债,定开债券
006456,鹏华3个月中短债C,定开债券
006457,平安估值优势混合A,混合型
006458,平安估值优势混合C,混合型
006459,人保鑫裕增强A,债券型
006460,人保鑫裕增强C,债券型
006461,人保福泽一年定期开放债券,定开债券
006462,信达澳银新起点定期开放混合C,混合型
006463,信达澳银新征程定开混合C,混合型
006464,浦银安盛普益纯债A,债券型
006465,浦银安盛普益纯债C,债券型
006466,浦银安盛双债增强债券A,债券型
006467,浦银安盛双债增强债券C,债券型
006468,嘉实稳联纯债债券,债券型
006470,工银目标收益一年定开A,定开债券
006471,华润元大润鑫债券C,债券型
006472,海富通聚丰纯债,债券型
006473,招商中债1-5年进出口行A,债券指数
006474,招商中债1-5年进出口行C,债券指数
006475,国泰嘉睿纯债债券,债券型
006476,南方原油C,QDII
006477,中邮沪港深精选混合,混合型
006478,长盛多因子策略优选,股票型
006479,广发纳斯达克100指数C,QDII-指数
006480,广发纳斯达克100美元现汇C,QDII-指数
006481,海富通上清所短融债券A,债券指数
006482,广发可转债债券A,债券型
006483,广发可转债债券C,债券型
006484,广发中债1-3年国开债A,债券指数
006485,广发中债1-3年国开债C,债券指数
006486,广发中证1000指数A,股票指数
006487,广发中证1000指数C,股票指数
006488,富荣富开1-3年国开债纯债A,债券型
006489,招商添裕纯债A,债券型
006490,招商添裕纯债C,债券型
006491,南方1-3年国开债A,债券指数
006492,南方1-3年国开债C,债券指数
006493,南方3-5年农发债A,债券指数
006494,南方3-5年农发债C,债券指数
006495,国联安增富一年定开债,定开债券
006496,银华安盈短债债券A,债券型
006497,银华安盈短债债券C,债券型
006498,中科沃土沃盛纯债A,债券型
006499,中科沃土沃盛纯债C,债券型
006500,建信润利增强债券A,债券型
006501,建信润利增强债券C,债券型
006502,财通集成电路产业股票A,股票型
006503,财通集成电路产业股票C,股票型
006504,广发汇承定期开放债券,定开债券
006505,永赢祥益债券A,债券型
006506,永赢祥益债券C,债券型
006507,前海开源裕泽(FOF),混合-FOF
006508,国联安增裕一年定开债,定开债券
006509,国联安增盈纯债A,债券型
006510,国联安增盈纯债C,债券型
006511,博道卓远混合A,混合型
006512,博道卓远混合C,混合型
006513,鹏扬淳享债券A,债券型
006514,鹏扬淳享债券C,债券型
006515,浙商汇金短债E,债券型
006516,浙商汇金短债A,债券型
006517,南方吉元短债A,债券型
006518,南方吉元短债C,债券型
006519,汇安短债债券A,债券型
006520,汇安短债债券C,债券型
006521,汇安短债债券E,债券型
006522,财通新兴蓝筹混合A,混合型
006523,财通新兴蓝筹混合C,混合型
006524,前海开源MSCI中国A股指数A,股票指数
006525,前海开源MSCI中国A股指数C,股票指数
006526,鹏华优选回报混合,混合型
006527,富国优质发展混合A,混合型
006528,富国优质发展混合C,混合型
006529,中欧匠心两年持有期混合A,混合型
006530,中欧匠心两年持有期混合C,混合型
006531,华泰柏瑞量化驱动混合C,混合型
006532,华泰柏瑞量化阿尔法C,混合型
006533,易方达科融混合,混合型
006534,农银汇理永盛定期开放混合,混合型
006535,恒生前海恒锦裕利A,混合型
006536,恒生前海恒锦裕利C,混合型
006537,恒生前海港股通精选混合,混合型
006538,东海核心价值,混合型
006539,南方优选价值混合C,混合型
006540,南方绩优成长混合C,混合型
006541,南方成份精选混合C,混合型
006542,财通鸿利中短债债券A,债券型
006543,财通鸿利中短债债券C,债券型
006544,平安惠聚纯债债券,债券型
006545,兴银中短债A,债券型
006546,兴银中短债C,债券型
006547,红塔红土盛弘混合A,混合型
006548,红塔红土盛弘混合C,混合型
006549,国金惠盈纯债A,债券型
006550,广发景润纯债,债券型
006551,中庚价值领航混合,混合型
006552,广发汇兴3个月定期开放债券,定开债券
006553,国投瑞银恒泽中短债C,债券型
006554,华安鼎益债券C,债券型
006555,浦银安盛全球智能科技(QDII),QDII
006556,海富通研究精选混合C,混合型
006557,海富通研究精选混合A,混合型
006558,永赢通益债券A,债券型
006559,永赢通益债券C,债券型
006560,华夏四川国改ETF联接A,联接基金
006561,华夏四川国改ETF联接C,联接基金
006562,中欧短债债券C,债券型
006563,安信优享纯债债券,债券型
006564,圆信永丰精选回报混合,混合型
006565,光大保德信尊泰定开债,定开债券
006567,中泰星元灵活配置混合,混合型
006568,国联安行业领先混合,混合型
006569,国联安中证医药100C,股票指数
006570,中金金元A,债券型
006571,中金金元C,债券型
006572,宝盈盈泰纯债债券C,债券型
006573,人保行业轮动混合A,混合型
006574,人保行业轮动混合C,混合型
006575,华安养老2030三年(FOF),混合-FOF
006576,永赢诚益债券A,债券型
006577,永赢诚益债券C,债券型
006578,泰康中证港股通非银指数A,股票指数
006579,泰康中证港股通非银指数C,股票指数
006580,兴全安泰养老三年(FOF),混合-FOF
006581,建信优享稳健养老(FOF),混合-FOF
006582,博时富永3个月定开债,定开债券
006583,中信保诚景泰债券A,债券型
006584,中信保诚景泰债券C,债券型
006585,南方宝元债券C,债券型
006586,南方安裕混合C,混合型
006587,南方优享分红混合C,混合型
006588,中加聚利纯债定开A,定开债券
006589,中加聚利纯债定开C,定开债券
006590,南方新优享灵活配置混合C,混合型
006591,广发景明中短债A,债券型
006592,广发景明中短债C,债券型
006593,博道中证500增强A,股票指数
006594,博道中证500增强C,股票指数
006595,广发港股通优质增长混合,混合型
006596,国泰聚禾纯债债券,债券型
006597,国泰利享中短债债券A,债券型
006598,国泰利享中短债债券C,债券型
006599,国寿安保安丰纯债债券,债券型
006600,人保沪深300指数,股票指数
006601,国融融泰灵活配置混合A,混合型
006602,国融融泰灵活配置混合C,混合型
006603,嘉实互融精选股票,股票型
006604,嘉实消费精选股票A,股票型
006605,嘉实消费精选股票C,股票型
006606,泓德裕丰中短债债券A,债券型
006607,泓德裕丰中短债债券C,债券型
006608,泓德研究优选混合,混合型
006609,申万菱信安泰瑞利中短债A,债券型
006610,银华远见混合发起式,混合型
006611,人保中证500指数,股票指数
006612,银华信用精选一年定开债,定开债券
006613,富荣富金专项金融债纯债,债券型
006614,嘉实港股通新经济指数C,股票指数
006615,工银战略新兴产业混合A,混合型
006616,工银战略新兴产业混合C,混合型
006617,工银瑞泽定开债券,定开债券
006618,长江可转债债券A,债券型
006619,长江可转债债券C,债券型
006620,华夏养老2045(FOF)A,混合-FOF
006621,华夏养老2045(FOF)C,混合-FOF
006622,华夏养老2035(FOF)A,混合-FOF
006623,华夏养老2035(FOF)C,混合-FOF
006624,中泰玉衡价值优选混合,混合型
006625,汇安嘉鑫纯债债券,债券型
006626,山西证券超短债A,债券型
006627,山西证券超短债C,债券型
006628,浙商丰盈纯债六个月定开,定开债券
006629,招商鑫悦中短债A,债券型
006630,招商鑫悦中短债C,债券型
006631,鑫元臻利A,债券型
006632,鑫元臻利C,债券型
006633,博时中债1-3政金债指数A,债券指数
006634,博时中债1-3政金债指数C,债券指数
006635,永赢伟益债券,债券型
006636,华富恒欣纯债债券A,债券型
006637,华富恒欣纯债债券C,债券型
006638,人保鑫盛纯债A,债券型
006639,人保鑫盛纯债C,债券型
006640,中金新元6个月定开债A,定开债券
006641,中金新元6个月定开债C,定开债券
006642,华泰保兴吉年利定开,混合型
006643,华泰柏瑞核心优势混合,混合型
006644,弘毅远方消费升级混合,混合型
006645,银华安丰中短期债券,债券型
006646,汇添富短债债券A,债券型
006647,汇添富短债债券C,债券型
006648,汇安多因子混合A,混合型
006649,汇安多因子混合C,混合型
006650,招商安庆债券,债券型
006652,富国金融地产行业混合,混合型
006653,南方畅利定开债发起式,定开债券
006654,华泰紫金季季享定开债A,定开债券
006655,华泰紫金季季享定开债C,定开债券
006656,方正富邦中证500ETF联接A,联接基金
006657,方正富邦中证500ETF联接C,联接基金
006658,财通中证香港红利等权指数A,股票指数
006659,财通中证香港红利等权指数C,股票指数
006660,永赢昌益债券A,债券型
006661,永赢昌益债券C,债券型
006662,易方达安悦超短债A,债券型
006663,易方达安悦超短债C,债券型
006664,易方达安悦超短债F,债券型
006665,华夏鼎康债券A,债券型
006666,华夏鼎康债券C,债券型
006667,南华瑞元定期开放债券,定开债券
006668,华夏中短债债券A,债券型
006669,华夏中短债债券C,债券型
006670,广发景秀纯债债券,债券型
006671,广发消费升级股票,股票型
006672,广发招财短债债券A,债券型
006673,广发招财短债债券C,债券型
006674,大成景旭纯债债券B,债券型
006675,宝盈品牌消费股票A,股票型
006676,宝盈品牌消费股票C,股票型
006677,中银稳汇短债债券A,债券型
006678,中银稳汇短债债券C,债券型
006679,广发道琼斯石油指数美元现汇A,QDII-指数
006680,广发道琼斯石油指数美元现汇C,QDII-指数
006681,景顺长城景泰聚利纯债,债券型
006682,景顺长城中证500增强,股票指数
006683,富国国有企业债债券D,债券型
006684,富国信用债债券D,债券型
006685,农银汇理永安混合,混合型
006686,人保安惠三个月定开债,定开债券
006687,方正富邦深证100ETF联接A,联接基金
006688,方正富邦深证100ETF联接C,联接基金
006689,方正富邦信泓混合A,混合型
006690,泰达宏利添利债券A,定开债券
006691,泰达宏利添利债券C,定开债券
006692,金信消费升级股票A,股票型
006693,金信消费升级股票C,股票型
006695,新华鑫日享中短债C,债券型
006696,汇添富3年封闭研究混合,混合型
006697,华宝中证银行ETF联接C,联接基金
006698,红土创新沪深300增强A,股票指数
006699,红土创新沪深300增强C,股票指数
006700,红土创新稳健混合A,混合型
006701,红土创新稳健混合C,混合型
006702,国富恒嘉短债债券A,债券型
006703,国富恒嘉短债债券C,债券型
006704,易方达MSCI中国A股联接A,联接基金
006705,易方达MSCI中国A股联接C,联接基金
006706,中融聚汇定期开放债券,定开债券
006707,永赢宏益债券A,债券型
006708,永赢宏益债券C,债券型
006712,前海开源MSCI中国A股消费A,股票指数
006713,前海开源MSCI中国A股消费C,股票指数
006714,博时富源纯债债券,债券型
006715,东方永泰纯债1年A,定开债券
006716,东方永泰纯债1年C,定开债券
006717,平安惠金定开债C,定开债券
006718,国融融盛龙头严选混合A,混合型
006719,国融融盛龙头严选混合C,混合型
006720,平安核心优势混合A,混合型
006721,平安核心优势混合C,混合型
006722,天弘穗利一年定开债A,定开债券
006723,天弘穗利一年定开债C,定开债券
006724,工银深证红利ETF联接C,联接基金
006725,国泰丰盈纯债债券,债券型
006726,农银汇理多因子股票,股票型
006727,博时中债3-5进出口行A,债券指数
006728,博时中债3-5进出口行C,债券指数
006729,万家中证500指数增强A,股票指数
006730,万家中证500指数增强C,股票指数
006731,方正富邦富利纯债A,债券型
006732,方正富邦富利纯债C,债券型
006733,博时创业板ETF联接C,联接基金
006734,国金惠鑫短债债券A,债券型
006735,国金惠鑫短债债券C,债券型
006736,国投瑞银先进制造混合,混合型
006737,诺安恒惠债券,债券型
006738,工银瑞信添慧债券A,债券型
006739,工银瑞信添慧债券C,债券型
006740,工银尊利中短债债券A,债券型
006741,工银尊利中短债债券C,债券型
006742,南方臻元债券,债券型
006743,中融央视财经50ETF联接A,联接基金
006744,中融央视财经50ETF联接C,联接基金
006745,交银中债1-3年农发债指数A,债券指数
006746,交银中债1-3年农发债指数C,债券指数
006747,东海祥利纯债,债券型
006748,富国中证价值ETF联接A,联接基金
006749,东兴核心成长混合A,混合型
006750,富国德利纯债定开债,定开债券
006751,富国互联科技股票,股票型
006752,天弘港股通精选A,混合型
006753,天弘港股通精选C,混合型
006754,鑫元悦利定开债发起式,定开债券
006755,东兴核心成长混合C,混合型
006756,国泰中证生物医药ETF联接A,联接基金
006757,国泰中证生物医药ETF联接C,联接基金
006758,农银汇理金禄债券,债券型
006759,银河乐活优萃混合,混合型
006760,国金惠盈纯债C,债券型
006761,银河家盈债券,债券型
006762,国泰聚享纯债债券,债券型
006763,汇添富养老2030混合(FOF),混合-FOF
006764,景顺长城景泰鑫利纯债,债券型
006765,招商中债1-5年农发行A,债券指数
006766,招商中债1-5年农发行C,债券指数
006767,银河嘉裕债券,债券型
006768,华安沪港深优选混合,混合型
006769,长城研究精选混合,混合型
006770,华富恒玖3个月定开债C,定开债券
006771,永赢合益债券,债券型
006772,汇添富丰润中短债,债券型
006773,国寿安保尊荣中短债债券A,债券型
006774,国寿安保尊荣中短债债券C,债券型
006775,前海开源优质成长混合,混合型
006776,华夏鼎略债券A,债券型
006777,华夏鼎略债券C,债券型
006778,广发恒生中国企业(QDII)A,QDII-指数
006779,广发恒生中国企业(QDII)C,QDII-指数
006780,广发稳健策略混合,混合型
006781,汇丰晋信港股通精选股票,股票型
006782,国泰信利三个月定开债,定开债券
006783,红土创新中证500增强A,股票指数
006784,红土创新中证500增强C,股票指数
006785,东方量化多策略混合,混合型
006786,泰康港股通大消费指数A,股票指数
006787,泰康港股通大消费指数C,股票指数
006788,金鹰添鑫定开债发起式,定开债券
006789,中信保诚景丰债券A,债券型
006790,中信保诚景丰债券C,债券型
006791,建信睿兴纯债债券,债券型
006792,鹏华港美互联股票美元现汇,QDII
006793,交银稳鑫短债债券A,债券型
006794,交银稳鑫短债债券C,债券型
006795,国泰裕祥三个月定开债,定开债券
006796,富国消费升级混合,混合型
006797,嘉实中短债债券A,债券型
006798,嘉实中短债债券C,债券型
006799,财通鸿运中短债债券A,债券型
006800,财通鸿运中短债债券C,债券型
006801,前海联合科技先锋混合A,混合型
006802,前海联合科技先锋混合C,混合型
006803,嘉实互通精选股票,股票型
006804,富国短债债券型A,债券型
006805,富国短债债券型C,债券型
006806,西部利得添盈短债债券A,债券型
006807,西部利得添盈短债债券C,债券型
006808,西部利得添盈短债债券E,债券型
006809,泰康香港银行指数A,股票指数
006810,泰康香港银行指数C,股票指数
006811,大成景盈债券,债券型
006812,大成惠福债券,债券型
006813,博时汇悦回报混合,混合型
006814,凯石淳行业精选混合C,混合型
006815,凯石涵行业精选混合C,混合型
006816,泰康港股通地产指数A,股票指数
006817,泰康港股通地产指数C,股票指数
006818,安信盈利驱动股票A,股票型
006819,安信盈利驱动股票C,股票型
006820,凯石源混合A,混合型
006821,凯石源混合C,混合型
006822,凯石湛混合A,混合型
006823,凯石湛混合C,混合型
006824,创金合信鑫日享短债债券A,债券型
006825,创金合信鑫日享短债债券C,债券型
006826,华宝宝裕债券A,债券型
006827,中加瑞鑫纯债债券,债券型
006828,银河久泰债券,债券型
006829,鹏扬利沣短债A,债券型
006830,鹏扬利沣短债C,债券型
006831,鹏扬利沣短债E,债券型
006832,鹏扬添利增强债券A,债券型
006833,鹏扬添利增强债券C,债券型
006834,工银尊享短债债券A,债券型
006835,工银尊享短债债券C,债券型
006836,永赢惠泽一年,混合型
006837,银华信用四季红债券C,债券型
006838,鑫元荣利三个月定开债,定开债券
006839,安信聚利增强债券A,债券型
006840,安信聚利增强债券C,债券型
006841,嘉实致享纯债债券,债券型
006842,南方国利6个月定开债,定开债券
006843,中信建投睿溢混合C,混合型
006844,中信建投稳利混合C,混合型
006845,中信建投聚利混合C,混合型
006846,中银福建国企债定开债A,定开债券
006847,中银福建国企债定开债C,定开债券
006848,博时中债5-10农发行A,债券指数
006849,博时中债5-10农发行C,债券指数
006850,永赢颐利债券,债券型
006851,平安中短债债券E,债券型
006852,永赢迅利中高等级短债债券,债券型
006853,中银汇享债券,债券型
006854,人保鑫泽纯债A,债券型
006855,人保鑫泽纯债C,债券型
006856,银河丰泰3个月定开债券,定开债券
006857,蜂巢卓睿灵活配置混合A,混合型
006858,蜂巢卓睿灵活配置混合C,混合型
006859,易方达汇诚养老2033(FOF),混合-FOF
006860,易方达汇诚养老2038(FOF),混合-FOF
006861,招商和悦稳健养老(FOF)A,混合-FOF
006862,招商和悦稳健养老(FOF)C,混合-FOF
006863,国联安智能制造混合,混合型
006865,泰康安惠纯债债券C,债券型
006867,易方达丰华债券C,债券型
006868,华夏科技成长股票,股票型
006869,广发政策性金融债,债券型
006870,广发景和中短债A,债券型
006871,广发景和中短债C,债券型
006872,长信颐天平衡养老(FOF)A,混合-FOF
006873,长信颐天平衡养老(FOF)C,混合-FOF
006874,创金合信恒兴中短债A,债券型
006875,创金合信恒兴中短债C,债券型
006876,国投瑞银稳健养老(FOF),混合-FOF
006877,天治量化核心精选混合A,混合型
006878,天治量化核心精选混合C,混合型
006879,华安智能生活混合,混合型
006880,交银安享稳健养老一年(FOF),混合-FOF
006881,华宝大健康混合,混合型
006882,华泰保兴健康消费A,混合型
006883,华泰保兴健康消费C,混合型
006884,汇添富AAA级信用纯债A,债券型
006885,汇添富AAA级信用纯债C,债券型
006886,工银养老2050混合(FOF),混合-FOF
006887,诺德新生活混合A,混合型
006888,诺德新生活混合C,混合型
006889,平安惠鸿纯债债券,债券型
006890,上投摩根领先优选混合,混合型
006891,华夏养老2050五年(FOF),混合-FOF
006892,新华鼎利债券C,债券型
006893,汇添富丰利短债债券,债券型
006894,兴业养老2035(FOF)A,混合-FOF
006895,兴业养老2035(FOF)C,混合-FOF
006896,新华聚利债券A,债券型
006897,新华聚利债券C,债券型
006898,天弘弘丰增强回报债券A,债券型
006899,天弘弘丰增强回报债券C,债券型
006901,上银慧祥利债券A,债券型
006902,长盛安鑫中短债A,债券型
006903,长盛安鑫中短债C,债券型
006904,泰康产业升级混合A,混合型
006905,泰康产业升级混合C,混合型
006906,创金合信鑫收益混合E,混合型
006907,银华安鑫短债债券A,债券型
006908,银华安鑫短债债券C,债券型
006909,华夏战略新兴成指ETF联接A,联接基金
006910,华夏战略新兴成指ETF联接C,联接基金
006911,长江量化匠心甄选A,股票型
006912,长城久泰沪深300指数C,股票指数
006913,南方华元A,债券型
006914,南方华元C,债券型
006915,南方亨元债券A,债券型
006916,南方亨元债券C,债券型
006917,上银慧祥利债券C,债券型
006918,国联安安享稳健养老(FOF),混合-FOF
006919,国寿安保泰和纯债债券,债券型
006921,南方智诚混合,混合型
006922,华宝宝裕债券C,债券型
006923,前海开源沪港深非周期股票A,股票型
006924,前海开源沪港深非周期股票C,股票型
006925,永赢中债1-3年政金债指数,债券指数
006926,长城量化精选股票,股票型
006927,浙商汇金聚鑫定开债发起式,定开债券
006928,长城创业板指数增强C,股票指数
006929,博时富融纯债债券,债券型
